roadID	length	nodeID1	nodeID2	coords
17358	0.2598456618385765	12015	12222	-36.87396	174.71783	-36.87546	174.72007
17198	0.11873091807388997	11909	11986	-36.86771	174.71653	-36.86696	174.71748
17199	0.0669021417035493	11909	11948	-36.86771	174.71653	-36.86829	174.71673
17279	0.2632901317268245	11959	12161	-36.87466	174.71711	-36.87617	174.71939
19545	0.08370984142870862	13443	13442	-36.88945	174.73205	-36.88872	174.73228
19545	0.10550038007124173	13442	13485	-36.88872	174.73228	-36.8878	174.73257
19545	0.05547361509702337	13485	13528	-36.8878	174.73257	-36.88732	174.73274
19545	0.058690246157425296	13528	13527	-36.88732	174.73274	-36.88681	174.73291
19545	0.3030887539509858	13527	13654	-36.88681	174.73291	-36.88419	174.73385
19544	0.13286010326646602	33086	13526	-36.86151	174.73164	-36.86076	174.73263	-36.86072	174.73275
19543	0.1654313919428304	13526	13725	-36.86072	174.73275	-36.86057	174.7346
19543	0.09817257737136058	13725	13846	-36.86057	174.7346	-36.8605	174.7357
19543	0.10358431226836307	13846	14000	-36.8605	174.7357	-36.86042	174.73686
19543	0.1036858368850057	14000	14115	-36.86042	174.73686	-36.86033	174.73802
19560	0.04869699708310461	13528	13586	-36.88732	174.73274	-36.88743	174.73327
19472	0.03580756032732153	33110	41004	-36.88705	174.72911	-36.88713	174.7295
19472	0.2830137325050712	41004	13485	-36.88713	174.7295	-36.8878	174.73257
19468	0.10963747704660497	13482	13579	-36.8726	174.73257	-36.87173	174.73315
19469	0.40851966437292236	13483	13685	-36.87881	174.73269	-36.8787	174.73274	-36.87786	174.73248	-36.87711	174.73251	-36.87657	174.73274	-36.87625	174.73312	-36.8763	174.73428
19470	0.12266314135439851	13483	13653	-36.87881	174.73269	-36.87924	174.73396
19494	0.1704341483618121	13498	13726	-36.85999	174.73263	-36.85995	174.73321	-36.85995	174.73399	-36.8599	174.73454
19493	0.10347201819075777	41647	13607	-36.85969	174.73257	-36.85939	174.73312	-36.85919	174.73355
19649	0.08410212003352066	13607	13724	-36.85919	174.73355	-36.85911	174.73449
19649	0.09809253810138875	13724	13845	-36.85911	174.73449	-36.85905	174.73559
19649	0.0983758315447096	13845	13957	-36.85905	174.73559	-36.85896	174.73669
19650	0.3012046608725235	13608	13756	-36.87359	174.73373	-36.87102	174.7348
19650	0.2329099718154158	13756	13781	-36.87102	174.7348	-36.86947	174.73539	-36.869	174.73547
19653	0.15512143549744023	33103	13610	-36.88172	174.73405	-36.88108	174.73439	-36.88065	174.7337
19652	0.10176135007742604	13610	13686	-36.88065	174.7337	-36.87992	174.73439
19656	0.1952576048965486	13689	13758	-36.88765	174.73431	-36.88595	174.73486
19656	0.16979430058661596	13758	13813	-36.88595	174.73486	-36.88447	174.73533
19613	0.15791934747332054	13580	13588	-36.86885	174.73338	-36.86743	174.73341
19615	0.23050177754366746	13580	13609	-36.86885	174.73338	-36.86941	174.73332	-36.87089	174.7337
19611	0.10544145570484399	13579	13609	-36.87173	174.73315	-36.87089	174.7337
19621	0.09567315457267944	13586	13689	-36.88743	174.73327	-36.88765	174.73431
19616	0.0922883624026296	13582	13610	-36.88132	174.73309	-36.88123	174.73315	-36.88065	174.7337
19789	0.1167546729767121	13703	33095	-36.86741	174.73411	-36.86636	174.73411
19810	0.08795655302564866	13724	13726	-36.85911	174.73449	-36.8599	174.73454
19810	0.07469159328516937	13726	13725	-36.8599	174.73454	-36.86057	174.7346
19810	0.18211901796397773	13725	13774	-36.86057	174.7346	-36.8622	174.7348
19815	0.18509210321656272	13727	13782	-36.87941	174.7346	-36.87829	174.73507	-36.87782	174.73521
19837	0.0645482510453811	33090	13740	-36.86799	174.73454	-36.86741	174.73457
19713	0.0599813199197227	13653	13727	-36.87924	174.73396	-36.87941	174.7346
19769	0.356747309507021	14003	13689	-36.88919	174.73709	-36.88889	174.73553	-36.88883	174.73544	-36.8887	174.73539	-36.88825	174.73547	-36.8881	174.73547	-36.8879	174.73533	-36.88786	174.73527	-36.8878	174.73512	-36.88765	174.73431
19765	0.1470231678282618	13685	13687	-36.8763	174.73428	-36.87702	174.73443	-36.8776	174.73428
19764	0.04590123692022573	33101	13685	-36.87589	174.73422	-36.8763	174.73428
19766	0.08626195266257763	13687	13782	-36.8776	174.73428	-36.87782	174.73521
19761	0.15061740643250543	13685	13874	-36.8763	174.73428	-36.8763	174.73439	-36.87585	174.73587
19763	0.07306092679229866	13686	13814	-36.87992	174.73439	-36.8801	174.73518
19762	0.06022378339645991	13686	13727	-36.87992	174.73439	-36.87977	174.73449	-36.87966	174.73454	-36.87941	174.7346
19926	0.05292555203543518	13810	13884	-36.87366	174.73538	-36.87393	174.73587
19930	0.05379190878594328	33094	13811	-36.86557	174.73469	-36.86563	174.73529
19930	0.1180617998812955	13811	13960	-36.86563	174.73529	-36.8658	174.7366
19931	0.09620773516620904	33355	13811	-36.86649	174.73521	-36.86602	174.73521	-36.86563	174.73529
19928	0.052533462440508	13781	33354	-36.869	174.73547	-36.86853	174.73553
19934	0.20669271694336422	13812	13874	-36.87765	174.73529	-36.87585	174.73587
19935	0.2092552158319184	13813	33364	-36.88447	174.73533	-36.88295	174.73587	-36.88265	174.73591
19932	0.0739575426795687	13781	13920	-36.869	174.73547	-36.86904	174.73602	-36.86909	174.73617	-36.86917	174.73623
19933	0.02019808004605959	13782	13812	-36.87782	174.73521	-36.87765	174.73529
19938	0.07965667484866376	13814	13876	-36.8801	174.73518	-36.88027	174.73605
19954	0.09334943981703797	13824	13914	-36.86235	174.73521	-36.86205	174.73619
19954	0.10245950239396577	13914	14038	-36.86205	174.73619	-36.86173	174.73727
19859	0.28301780360403844	13758	14125	-36.88595	174.73486	-36.88662	174.73793
20095	0.09428980855777627	13922	13972	-36.87458	174.73628	-36.87376	174.73655
20094	0.07955253808310134	13921	33357	-36.86724	174.73617	-36.86653	174.73628
20093	0.06926127049112148	13920	13961	-36.86917	174.73623	-36.86947	174.7366	-36.86967	174.73663
20092	0.41161752685716363	13919	13961	-36.87308	174.73629	-36.87254	174.7357	-36.87187	174.73596	-36.87145	174.73597	-36.87025	174.73649	-36.86977	174.73663	-36.86967	174.73663
20085	0.048479687131202966	13915	13918	-36.85643	174.7364	-36.85686	174.73649
20085	0.03224652872688639	13918	13916	-36.85686	174.73649	-36.85715	174.73649
20085	0.039282628920690246	13916	13958	-36.85715	174.73649	-36.8575	174.73655
20085	0.16282171889374766	13958	13957	-36.8575	174.73655	-36.85896	174.73669
20085	0.1630475950892453	13957	14000	-36.85896	174.73669	-36.86042	174.73686
20085	0.15150561777583507	14000	14038	-36.86042	174.73686	-36.86108	174.73695	-36.86173	174.73727
20085	0.148531993601158	14038	14116	-36.86173	174.73727	-36.86235	174.73756	-36.86288	174.73808
20085	0.1651076768356769	14116	14244	-36.86288	174.73808	-36.86407	174.73919
20046	0.017969810763398226	13886	13921	-36.86737	174.73605	-36.86724	174.73617
20032	0.04590120572063323	13877	13878	-36.88014	174.73605	-36.87973	174.73611
20033	0.04592651105990489	13878	13924	-36.87973	174.73611	-36.87934	174.73628
20027	0.0817837436585207	13874	13875	-36.87585	174.73587	-36.87514	174.73611
20031	0.36445345544603525	13877	14360	-36.88014	174.73605	-36.88016	174.73623	-36.8802	174.73669	-36.8802	174.73771	-36.88014	174.73797	-36.8799	174.73823	-36.8799	174.73834	-36.88024	174.73994
